CLIA Number,Laboratory Name,Certificate,City,State,Formatted_address,Zip_code,lat,lng
10D2142013,"ER 24/7 IN LUTZ,",3,LUTZ,FL,"1430 Dale Mabry Hwy, Lutz, FL 33548, USA",33548,28.1789103,-82.4692383
10D2145011,SOUTH LAKE HOSPITAL MEDICAL PAVILION AT BLUE CEDAR,3,LEESBURG,FL,"22316 US-27, Leesburg, FL 34748, USA",34748,28.6698565,-81.8529228
10D2145019,SOUTH LAKE HOSPITAL JOE H AND LORETTA SCOTT,3,CLERMONT,FL,"16966 Cagan Ridge Blvd, Clermont, FL 34714, USA",34714,28.3506518,-81.6739722
10D2148208,FLORIDA WOMAN CARE LABORATORY LLC,3,TAMPA,FL,"5002 W Lemon St Suite 200, Tampa, FL 33609, USA",33609,27.9498022,-82.528566
10D2149134,ST MARYS MEDICAL CENTER INC,3,LAKE WORTH,FL,"901 45th St, West Palm Beach, FL 33407, USA",33407,26.7564977,-80.0626709
10D2151437,MOUNT SINAI MEDICAL CENTER HIALEAH ER LABORATORY,3,HIALEAH,FL,"2150 W 68th St, Hialeah, FL 33016, USA",33016,25.8831424,-80.3270118
10D2152309,TAMPA BAY DERMATOLOGY LLC,1,TAMPA,FL,"6001 Memorial Hwy, Tampa, FL 33615, USA",33615,27.9871446,-82.57156789999999
10D2154157,ADVENTHEALTH LAB,3,WINTER GARDEN,FL,"2000 Fowler Grove Blvd, Winter Garden, FL 34787, USA",34787,28.5238772,-81.5891615
10D2154216,AMERICAN INSTITUTE OF DERMATOLOGY PA DAVENPORT,1,DAVENPORT,FL,"171 Webb Dr #1, Davenport, FL 33837, USA",33837,28.153101,-81.638142
10D2154944,TOTAL RENAL LABORATORIES INC,3,DELAND,FL,"3000 Davita Way, DeLand, FL 32724, USA",32724,29.0772769,-81.29474410000002
10D2155737,BAYFRONT HEALTH ER PINELLAS PARK,3,PINELLAS PARK,FL,"3070 Grand Ave, Pinellas Park, FL 33781, USA",33781,27.847029,-82.6770633
10D2156437,ORLANDO HEALTH EMERGENCY DEPARTMENT AND MEDICAL,3,KISSIMMEE,FL,"Kissimmee, FL 34744, USA",34744,28.3404726,-81.3944575
10D2156444,APPLIED INGENUITY DIAGNOSTICS LLC,3,ORLANDO,FL,"6555 Sanger Rd suite 200 unit 223, Orlando, FL 32827, USA",32827,28.3667526,-81.28994809999999
10D2157383,SONORAN DESERT PATHOLOGY ASSOCIATES,3,FORT LAUDERDALE,FL,"81715 Dr Carreon Blvd, Indio, CA 92201, USA",92201,33.7071014,-116.2388595
10D2157771,MOLECULAR STAT LABORATORY,3,SUNRISE,FL,"5600 NW 102nd Ave, Sunrise, FL 33351, USA",33351,26.193121,-80.28640200000001
10D2157958,NCH BONITA,3,BONITA SPRINGS,FL,"24040 S Tamiami Trail, Bonita Springs, FL 34134, USA",34134,26.3903899,-81.8111097
10D2157981,LEE HEALTH COCONUT POINT CLINICAL LABORATORY,1,ESTERO,FL,"23450 Via Coconut Point, Estero, FL 33928, USA",33928,26.3949546,-81.80721369999999
10D2159863,JAY S HERBST MD PA,1,PORT CHARLOTTE,FL,"2866 Tamiami Trail, Port Charlotte, FL 33952, USA",5165,26.9889893,-82.1076495
10D2161326,HMA SANTA ROSA MEDICAL CENTER LLC DBA,3,PACE,FL,"4250 Woodbine Rd, Pace, FL 32571, USA",32571,30.592978,-87.175668
10D2161874,ER AT WESTLAKE,3,LOXAHATCHEE,FL,"16750 Persimmon Blvd, Loxahatchee Groves, FL 33470, USA",33470,26.7520322,-80.3062827
10D2162281,DORAL EMERGENCY ROOM A CAMPUS OF KENDALL REGIONAL,3,DORAL,FL,"10915 NW 41st St, Doral, FL 33178, USA",33178,25.8118463,-80.3736716
10D2163935,"NORMANDY PARK EMERGENCY ROOM, A CAMPUS OF ORANGE",3,JACKSONVILLE,FL,"6477 103rd St, Jacksonville, FL 32210, USA",32210,30.2489972,-81.7487709
11D0020351,WELLSTAR COBB HOSPITAL,3,AUSTELL,GA,"3950 Austell Rd SW, Austell, GA 30106, USA",30106,33.8571208,-84.6041061
11D0020665,TANNER MEDICAL CENTER LABORATORY,3,CARROLLTON,GA,"Administration, 705 Dixie St, Carrollton, GA 30117, USA",3818,33.5697652,-85.0744014
11D0021026,SOUTHERN REGIONAL MEDICAL CENTER,3,RIVERDALE,GA,"11 Upper Riverdale Rd SW, Riverdale, GA 30274, USA",2600,33.5786741,-84.389556
11D0021076,GRADY HEALTH SYSTEM,3,ATLANTA,GA,"80 Jesse Hill Jr Dr SE, Atlanta, GA 30303, USA",30303,33.7517652,-84.3819669
11D0021261,NORTHSIDE HOSPITAL LABORATORY,3,ATLANTA,GA,"1110 W Peachtree St NW #100, Atlanta, GA 30309, USA",30309,33.7850497,-84.3882691
11D0021262,CHILDREN'S HEALTHCARE OF ATLANTA,3,ATLANTA,GA,"1575 NE Expy NE, Atlanta, GA 30329, USA",30329,33.835645,-84.3258098
11D0021310,EMANUEL MEDICAL CENTER - LABORATORY,3,SWAINSBORO,GA,"117 Kight Rd, Swainsboro, GA 30401, USA",30401,32.592759,-82.3471716
11D0021418,UNION GENERAL HOSPITAL,3,BLAIRSVILLE,GA,"35 Hospital Rd, Blairsville, GA 30512, USA",30512,34.8859816,-83.96260509999999
11D0021448,MOUNTAIN LAKES MEDICAL CENTER,1,CLAYTON,GA,"162 Legacy Point, Clayton, GA 30525, USA",30525,34.892413,-83.393559
11D0021596,PIEDMONT WALTON HOSPITAL,3,MONROE,GA,"2151 W Spring St, Monroe, GA 30655, USA",30655,33.79880929999999,-83.75027109999999
11D0021600,"ST MARY'S SACRED HEART HOSPITAL, INC",3,LAVONIA,GA,"367 Clear Creek Dr, Lavonia, GA 30553, USA",30553,34.4405739,-83.1317579
11D0021688,CHI MEMORIAL HOSPITAL - GEORGIA,3,FORT OGLETHORPE,GA,"100 Gross Crescent, Fort Oglethorpe, GA 30742, USA",30742,34.9469261,-85.2640009
11D0021788,DOCTORS HOSPITAL OF AUGUSTA,3,AUGUSTA,GA,"3651 Wheeler Rd, Augusta, GA 30909, USA",30909,33.4866516,-82.0941369
11D0022027,"EFFINGHAM HOSP, INC, DBA EFFINGHAM HEALTH SYSTEM",3,SPRINGFIELD,GA,"459 GA-119, Springfield, GA 31329, USA",31329,32.3643089,-81.32048189999999
11D0022060,CANDLER HOSPITAL PATHOLOGY LABORATORY,3,SAVANNAH,GA,"836 E 65th St # 23, Savannah, GA 31405, USA",4493,32.0310642,-81.0943609
11D0022129,APPLING HEALTHCARE SYSTEM,3,BAXLEY,GA,"163 E Tollison St, Baxley, GA 31513, USA",31513,31.76946899999999,-82.3494503
11D0022183,JEFF DAVIS HOSPITAL,3,HAZLEHURST,GA,"163 S Tallahassee St, Hazlehurst, GA 31539, USA",31539,31.85704,-82.6074229
11D0022233,SOUTH GEORGIA MEDICAL CENTER,3,VALDOSTA,GA,"2501 N Patterson St, Valdosta, GA 31602, USA",31602,30.8616385,-83.2861741
11D0022318,PHOEBE SUMTER MEDICAL CENTER LABORATORY,3,AMERICUS,GA,"126 US-280, Americus, GA 31719, USA",31719,32.0669046,-84.2555884
11D0254832,WELLSTAR KENNESTONE HOSPITAL LABORATORY,3,MARIETTA,GA,"677 Church St, Marietta, GA 30060, USA",30060,33.96986570000001,-84.55178719999999
11D0255931,QUEST DIAGNOSTICS CLINICAL LAB INC,3,TUCKER,GA,"1777 Montreal Cir, Tucker, GA 30084, USA",6802,33.8322286,-84.25537159999999
11D0256137,HIGGINS GENERAL HOSPITAL,3,BREMEN,GA,"200 Allen Memorial Dr, Bremen, GA 30110, USA",30110,33.7168925,-85.14494429999999
11D0256185,NORTHSIDE HOSPITAL- CHEROKEE,3,CANTON,GA,"450 Northside Cherokee Blvd, Canton, GA 30115, USA",30115,34.2285183,-84.46419399999999
11D0256353,CARTERSVILLE MEDICAL CENTER,3,CARTERSVILLE,GA,"960 Joe Frank Harris Pkwy SE, Cartersville, GA 30120, USA",30120,34.2013306,-84.7945608
11D0256439,NORTHSIDE HOSPITAL FORSYTH,3,CUMMING,GA,"1200 Northside Forsyth Dr, Cumming, GA 30041, USA",30041,34.1780271,-84.1407069
11D0256511,WELLSTAR DOUGLAS HOSPITAL LABORATORY,3,DOUGLASVILLE,GA,"8954 Hospital Dr, Douglasville, GA 30134, USA",30134,33.7389268,-84.73112929999999
11D0256642,PIEDMONT MOUNTAINSIDE HOSPITAL LABORATORY,3,JASPER,GA,"620 Jl White Dr Suite 140, Jasper, GA 30143, USA",4897,34.4467266,-84.4495608
11D0256788,FLOYD MEDICAL CENTER/CLINICAL LAB,3,ROME,GA,"1825 Martha Berry Blvd NE, Rome, GA 30165, USA",30165,34.2775589,-85.18304309999999
11D0256825,REDMOND REGIONAL MEDICAL CENTER,3,ROME,GA,"501 Redmond Rd, Rome, GA 30165, USA",30165,34.2768082,-85.19488419999999
11D0256839,SOUTHEASTERN PATHOLOGY PC,3,ROME,GA,"311 W 8th St, Rome, GA 30165, USA",2723,34.2615325,-85.1794048
11D0257091,PIEDMONT ROCKDALE HOSPITAL,3,CONYERS,GA,"1412 Milstead Ave NE, Conyers, GA 30012, USA",30012,33.680682,-84.00149180000001
11D0257174,PIEDMONT NEWTON HOSPITAL,3,COVINGTON,GA,"5126 Hospital Dr NE, Covington, GA 30014, USA",2566,33.6011526,-83.8485753
11D0257365,WELLSTAR SPALDING REGIONAL MEDICAL CENTER,3,GRIFFIN,GA,"601 S 8th St, Griffin, GA 30224, USA",30224,33.2393061,-84.2672705
11D0257585,ADVANCED DERMATOLOGY OF GEORGIA,1,LAWRENCEVILLE,GA,"771 Old Norcross Rd #260, Lawrenceville, GA 30046, USA",30046,33.958359,-84.01740199999999
11D0257657,NORTHSIDE GWINNETT HOSPITAL,3,LAWRENCEVILLE,GA,"600 Professional Dr #140, Lawrenceville, GA 30046, USA",30046,33.9642905,-84.0109516
11D0257916,PIEDMONT NEWNAN HOSPITAL INCORPORATE,3,NEWNAN,GA,"775 Poplar Road Suite LL20, Newnan, GA 30265, USA",30265,33.3566467,-84.7541479
11D0258168,EASTSIDE MEDICAL CENTER,3,SNELLVILLE,GA,"1700 Medical Way, Snellville, GA 30078, USA",30078,33.87778309999999,-84.02165610000002
11D0258220,"PIEDMONT HENRY HOSPITAL, INC",3,STOCKBRIDGE,GA,"1133 Eagle's Landing Parkway, Stockbridge, GA 30281, USA",30281,33.510351,-84.2271743
11D0258284,UPSON REGIONAL MEDICAL CENTER,3,THOMASTON,GA,"801 W Gordon St, Thomaston, GA 30286, USA",30286,32.8858696,-84.3367854
11D0258777,EMORY MEDICAL LAB/CRAWFORD LONG HOSP,3,ATLANTA,GA,"550 Peachtree St NE, Atlanta, GA 30308, USA",30308,33.7682396,-84.38587079999999
11D0259216,WELLSTAR ATLANTA MEDICAL CENTER LABORATORY,3,ATLANTA,GA,"1170 Cleveland Ave, East Point, GA 30344, USA",30344,33.6807567,-84.4263228
11D0259321,GRADY HEALTH SYSTEM- KIRKWOOD,3,ATLANTA,GA,"1863 Memorial Dr SE, Atlanta, GA 30317, USA",30317,33.7456549,-84.3267015
11D0259401,EMORY MEDICAL LABORATORIES,3,ATLANTA,GA,"1365 E Clifton Rd NE Building A 1st Floor, Atlanta, GA 30222, USA",30222,33.7920686,-84.32196909999999
11D0259402,CHILDREN'S HEALTHCARE OF ATLANTA AT EGLESTON,3,ATLANTA,GA,"1405 E Clifton Rd NE, Atlanta, GA 30322, USA",30322,33.7934741,-84.3195023
11D0260149,EMORY JOHNS CREEK HOSPITAL CLINICAL LABORATORY,3,JOHNS CREEK,GA,"6325 Hospital Pkwy, Johns Creek, GA 30097, USA",30097,34.0665392,-84.1762851
11D0261004,JEFFERSON HOSPITAL,3,LOUISVILLE,GA,"1067 Peachtree St, Louisville, GA 30434, USA",30434,33.0098718,-82.4055182
11D0261102,EAST GEORGIA REGIONAL MEDICAL CENTER,3,STATESBORO,GA,"1499 Fair Rd, Statesboro, GA 30458, USA",30458,32.4144578,-81.7704395
11D0261745,STEPHENS COUNTY HOSPITAL,3,TOCCOA,GA,"163 Hospital Rd, Toccoa, GA 30577, USA",30577,34.5929016,-83.3479768
11D0262005,PIEDMONT ATHENS REGIONAL MEDICAL,3,ATHENS,GA,"1199 Prince Ave, Athens, GA 30606, USA",30606,33.9613926,-83.39796729999999
11D0262006,ST MARY'S HEALTH CARE SYSTEM INC,3,ATHENS,GA,"1230 Baxter St, Athens, GA 30606, USA",30606,33.947865,-83.40531659999999
11D0262113,MORGAN MEDICAL CENTER,3,MADISON,GA,"1740 Lions Club Rd, Madison, GA 30650, USA",30650,33.5693662,-83.47203069999999
11D0262227,"NGMC BARROW, LLC",3,WINDER,GA,"316 N Broad St, Winder, GA 30680, USA",30680,34.0081323,-83.7077865
11D0262285,ADVENTHEALTH GORDON,3,CALHOUN,GA,"1035 Red Bud Rd NE, Calhoun, GA 30701, USA",30701,34.510132,-84.9256638
11D0262416,HAMILTON MEDICAL CENTER LABORATORY,3,DALTON,GA,"1407 N Thornton Ave, Dalton, GA 30720, USA",30720,34.791729,-84.98399049999999
11D0262626,BURKE COUNTY HOSPITAL,3,WAYNESBORO,GA,"351 S Liberty St, Waynesboro, GA 30830, USA",30830,33.0833865,-82.0130913
11D0262736,AU MEDICAL CENTER INC,3,AUGUSTA,GA,"1447 Harper St, Augusta, GA 30912, USA",30912,33.4717856,-81.9896745
11D0262761,UNIVERSITY HOSPITAL,3,AUGUSTA,GA,"1350 Walton Way, Augusta, GA 30901, USA",30901,33.4710778,-81.9824155
11D0263345,BLECKLEY MEMORIAL HOSPITAL,3,COCHRAN,GA,"145 Peacock St, Cochran, GA 31014, USA",31014,32.3846628,-83.3466696
11D0263686,"NAVICENT HEALTH OCONEE, LLC",3,MILLEDGEVILLE,GA,"821 N Cobb St, Milledgeville, GA 31061, USA",31061,33.0898787,-83.2451344
11D0263738,JASPER MEMORIAL HOSPITAL,1,MONTICELLO,GA,"898 College St, Monticello, GA 31064, USA",31064,33.3144199,-83.6865101
11D0263767,PERRY HOSPITAL LABORATORY,3,PERRY,GA,"1120 Morningside Dr, Perry, GA 31069, USA",2906,32.4593871,-83.71026169999999
11D0263806,WASHINGTON CO REGIONAL MEDICAL CENTER,3,SANDERSVILLE,GA,"610 Sparta Rd, Sandersville, GA 31082, USA",1860,32.9959208,-82.8040784
11D0263947,HOUSTON MEDICAL CENTER LABORATORY,3,WARNER ROBINS,GA,"1601 Watson Blvd, Warner Robins, GA 31093, USA",3431,32.6163277,-83.6312414
11D0264045,"MED CTR OF CTRAL GA, DEPT OF PATH & LAB MED, THE",3,MACON,GA,"1650 Hardeman Ave, Macon, GA 31201, USA",31201,32.8399634,-83.6457368
11D0264136,COLISEUM MED CTR LLC/COLISEUM MED CTRS,3,MACON,GA,"350 Hospital Dr, Macon, GA 31217, USA",3838,32.8473529,-83.6177707
11D0264614,MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER LAB,3,SAVANNAH,GA,"4700 Waters Ave, Savannah, GA 31404, USA",31404,32.030295,-81.088798
11D0264961,ST JOSEPHS HOSPITAL PATHOLOGY LAB,3,SAVANNAH,GA,"836 E 65th St # 23, Savannah, GA 31405, USA",4493,32.0310642,-81.0943609
11D0265028,"SOUTHEAST GEORGIA HEALTH SERVICES, LLC",3,WAYCROSS,GA,"1101 Church St, Waycross, GA 31501, USA",3525,31.2163798,-82.3527044
11D0265074,BACON COUNTY HOSPITAL,3,ALMA,GA,"302 S Wayne St, Alma, GA 31510, USA",2922,31.5393698,-82.4584173
11D0265208,SOUTHEAST GEORGIA HEALTH SYSTEM  BRUNSWICK CAMPUS,3,BRUNSWICK,GA,"2415 Parkwood Dr, Brunswick, GA 31520, USA",31520,31.175415,-81.4844859
11D0265394,WAYNE MEMORIAL HOSPITAL,3,JESUP,GA,"865 S 1st St, Jesup, GA 31545, USA",31545,31.6008418,-81.90010939999999
11D0265439,"SOUTHEAST GEORGIA HEALTH SYSTEM, INC",3,SAINT MARYS,GA,"2000 Dan Proctor Dr, St Marys, GA 31558, USA",31558,30.7809685,-81.61515159999999
11D0265621,"TIFT REGIONAL HLTH SYSTEM, INC DBA SOUTHWELL MED",3,ADEL,GA,"260 M J Taylor Rd, Adel, GA 31620, USA",31620,31.1087864,-83.4267703
11D0265646,SGMC- LANIER CAMPUS,3,LAKELAND,GA,"116 W Thigpen Ave, Lakeland, GA 31635, USA",31635,31.042342,-83.086298
11D0265983,MEMORIAL HOSPITAL AND MANOR,1,BAINBRIDGE,GA,"1500 E Shotwell St, Bainbridge, GA 39819, USA",39819,30.9027164,-84.5524602
11D0266044,MITCHELL COUNTY HOSPITAL LABORATORY,3,CAMILLA,GA,"90 E Stephens St, Camilla, GA 31730, USA",31730,31.229773,-84.2053167
11D0266122,DORMINY MEDICAL CENTER LABORATORY,3,FITZGERALD,GA,"200 Perry House Rd, Fitzgerald, GA 31750, USA",8857,31.697479,-83.2599627
11D0266179,COLQUITT REGIONAL MEDICAL CENTER,3,MOULTRIE,GA,"3131 S Main St, Moultrie, GA 31768, USA",31768,31.12651649999999,-83.780324
11D0266246,PHOEBE WORTH MEDICAL CENTER,3,SYLVESTER,GA,"807 S Isabella St, Sylvester, GA 31791, USA",7554,31.5118061,-83.8403001
11D0266841,"MEDICAL CENTER, THE",3,COLUMBUS,GA,"710 Center St, Columbus, GA 31904, USA",31904,32.481981,-84.9829986
11D0645885,ST JOSEPHS HOSP OF ATLANTA/CLINIC LAB,3,ATLANTA,GA,"5673 Peachtree Dunwoody Rd, Atlanta, GA 30342, USA",30342,33.9103244,-84.35035189999999
11D0645930,MEADOWS REGIONAL MEDICAL CENTER,3,VIDALIA,GA,"1 Meadows Pkwy, Vidalia, GA 30474, USA",30474,32.2091036,-82.3757392
11D0645937,NORTHEAST GEORGIA MEDICAL CENTER,3,GAINESVILLE,GA,"743 Spring St NE, Gainesville, GA 30501, USA",30501,34.3039338,-83.8157729
11D0645982,ADVENTHEALTH MURRAY,3,CHATSWORTH,GA,"707 Old Dalton Ellijay Rd, Chatsworth, GA 30705, USA",30705,34.7802452,-84.78312629999999
11D0646122,COFFEE REGIONAL MEDICAL CENTER INC,3,DOUGLAS,GA,"1101 Ocilla Rd, Douglas, GA 31533, USA",31533,31.5106528,-82.8641026
11D0646144,PHOEBE PUTNEY MEMORIAL HOSPITAL,3,ALBANY,GA,"417 W 3rd Ave, Albany, GA 31701, USA",31701,31.5897961,-84.1573631
11D0646145,PHOEBE NORTH,3,ALBANY,GA,"2000 Palmyra Rd, Albany, GA 31701, USA",31701,31.6063022,-84.1689281
11D0646169,"TIFT REGIONAL HEALTH SYSTEM, INC",3,TIFTON,GA,"901 18th St, Tifton, GA 31794, USA",31794,31.4710278,-83.49113969999999
11D0646201,ST FRANCIS HOSPITAL LABORATORY,3,COLUMBUS,GA,"2122 Manchester Expy, Columbus, GA 31904, USA",31904,32.5053367,-84.9598345
11D0664397,PIEDMONT HOSPITAL CLINICAL LABORATORY,3,ATLANTA,GA,"1968 Peachtree Rd, Atlanta, GA 30309, USA",1285,33.8087553,-84.3955567
11D0665002,TAYLOR REGIONAL HOSPITAL,3,HAWKINSVILLE,GA,"222 Perry Hwy, Hawkinsville, GA 31036, USA",31036,32.296373,-83.48411639999999
11D0665282,WELLSTAR WEST GEORGIA MEDICAL CENTER,3,LAGRANGE,GA,"1514 Vernon Rd, LaGrange, GA 30240, USA",30240,33.03094,-85.0586367
11D0665323,EMORY DECATUR HOSPITAL - EMORY MEDICAL LAB,3,DECATUR,GA,"2701 N Decatur Rd, Decatur, GA 30033, USA",30033,33.7908316,-84.2828507
11D0668210,CHILDREN'S AT SATELLITE BOULEVARD URGENT CARE LAB,3,DULUTH,GA,"2660 Satellite Blvd, Duluth, GA 30096, USA",30096,33.96659520000001,-84.10125359999999
11D0668319,CENTERS FOR DISEASE CONTROL AND PREVENTION I,1,ATLANTA,GA,"1600 Clifton Rd, Atlanta, GA 30333, USA",30333,33.7993178,-84.328008
11D0670465,JOHN D ARCHBOLD MEMORIAL HOSPITAL,3,THOMASVILLE,GA,"915 Gordon Ave, Thomasville, GA 31792, USA",31792,30.8251693,-83.9721278
11D0670518,POLK MEDICAL CENTER,3,CEDARTOWN,GA,"2360 Rockmart Hwy, Cedartown, GA 30125, USA",30125,34.0139172,-85.19656429999999
11D0671793,GEORGIA PUBLIC HEALTH LABORATORY,1,DECATUR,GA,"1749 Clairmont Rd, Decatur, GA 30033, USA",30033,33.8052162,-84.3099313
11D0682811,WILLIAM E FREEMAN MD,1,WARNER ROBINS,GA,"136 S Houston Lake Rd, Warner Robins, GA 31088, USA",6300,32.6154679,-83.68045339999999
11D0691449,"SEPA, PC AT BRUNSWICK - INDIGO DRIVE",3,BRUNSWICK,GA,"203 Indigo Dr, Brunswick, GA 31525, USA",31525,31.250375,-81.45800849999999
11D0699126,WELLSTAR NORTH FULTON HOSPITAL LABORATORY,3,ROSWELL,GA,"4500 Hospital Blvd Suite 120, Roswell, GA 30076, USA",30076,34.0631723,-84.32265799999999
11D0708538,FANNIN REGIONAL HOSPITAL,3,BLUE RIDGE,GA,"2855 Old Hwy 5 North, Blue Ridge, GA 30513, USA",30513,34.9177348,-84.3743296
11D0715910,"MERIWETHER HEALTHCARE, LLC",3,WARM SPRINGS,GA,"5995 Spring St, Warm Springs, GA 31830, USA",2149,32.8893309,-84.683218
11D0723671,KAISER PERMANENTE SOUTHWOOD,1,JONESBORO,GA,"2400 Mt Zion Pkwy, Jonesboro, GA 30236, USA",30236,33.5584314,-84.3122511
11D0888263,TOWN PARK CMC LABORATORY,1,KENNESAW,GA,"750 Townpark Ln, Kennesaw, GA 30144, USA",30144,34.0375076,-84.5726868
11D0893833,EMORY HILLANDALE HOSPITAL - EMORY MEDICAL LAB,3,LITHONIA,GA,"2801 Dekalb Medical Pkwy, Lithonia, GA 30058, USA",30058,33.7057547,-84.1479978
11D0912471,CHILDRENS AT NORTH POINT URGENT CARE LAB,3,ALPHARETTA,GA,"3795 Mansell Rd, Alpharetta, GA 30022, USA",30022,34.0368547,-84.2926631
11D0918622,"CHILDREN'S AT HUDSON BIRDGE URGENT CARE, LLC",3,STOCKBRIDGE,GA,"1510 Hudson Bridge Rd, Stockbridge, GA 30281, USA",30281,33.507005,-84.2375986
11D0919822,CHILDREN'S AT TOWN CENTER URGENT CARE LAB,3,KENNESAW,GA,"625 Big Shanty Rd NW, Kennesaw, GA 30144, USA",30144,34.0261405,-84.5694932
11D0932782,FAYETTE COMMUNITY HOSPITAL LABORATORY,3,FAYETTEVILLE,GA,"1279 Highway 54 West, Suite 120, Fayetteville, GA 30214, USA",30214,33.4516266,-84.51001149999999
11D0969303,LIBERTY REGIONAL MEDICAL CENTER LAB,3,HINESVILLE,GA,"462 Elma G Miles Pkwy, Hinesville, GA 31313, USA",31313,31.8394772,-81.60097549999999
11D0985324,WELLSTAR ATLANTA MEDICAL CENTER LABORATORY-SOUTH,3,EAST POINT,GA,"1170 Cleveland Ave, East Point, GA 30344, USA",30344,33.6807567,-84.4263228
11D1001411,GRADY HEALTH SYSTEM EAST POINT,3,EAST POINT,GA,"1595 W Cleveland Ave, East Point, GA 30344, USA",30344,33.6799447,-84.4408112
11D1001422,GRADY HEALTH SYSTEM BROOKHAVEN,3,ATLANTA,GA,"80 Jesse Hill Jr Dr SE, Atlanta, GA 30303, USA",30303,33.7517652,-84.3819669
11D1001423,GRADY HEALTH SYSTEM ASA YANCEY,3,ATLANTA,GA,"1247 Donald Lee Hollowell Pkwy NW, Atlanta, GA 30318, USA",30318,33.773747,-84.42829890000002
11D1009198,"DAVID KAVTARADZE, MD",3,CORDELE,GA,"1008 7th St N, Cordele, GA 31015, USA",3761,31.979171,-83.78235819999999
11D1022732,LABORATORY CORPORATION OF AMERICA HOLDINGS,1,LAGRANGE,GA,"1518-B, Professional Pkwy, Auburn, AL 36830, USA",36830,32.6309051,-85.4506526
11D1028925,GEORGIA ESOTERIC AND MOLECULAR LABORATORY LLC,1,AUGUSTA,GA,"Augusta, GA, USA",United States,33.4734978,-82.0105148
11D1069803,CLINICAL VIROLOGY RESEARCH LABORATORY (CVRL),1,ATLANTA,GA,"Atlanta, GA, USA",United States,33.7489954,-84.3879824
11D1073390,PETERSON DERMATOLOGY,1,VIDALIA,GA,"305 W 1st St, Vidalia, GA 30474, USA",30474,32.2196772,-82.4166558
11D2016499,QUALTEX LABORATORIES,3,NORCROSS,GA,"4258 Communications Dr, Norcross, GA 30093, USA",30093,33.936531,-84.14626299999999
11D2024134,CHILDREN'S AT FORSYTH URGENT CARE LABORATORY,3,CUMMING,GA,"The Collection at Forsyth, 410 Peachtree Pkwy Suite 300, Cumming, GA 30041, USA",30041,34.152734,-84.17884099999999
11D2030855,CENTERS FOR DISEASE CONTROL & PREVENTION II,1,ATLANTA,GA,"1600 Clifton Rd, Atlanta, GA 30333, USA",30333,33.7993178,-84.328008
11D2042242,"LUMINUS DIAGNOSTICS, LLC",1,TIFTON,GA,"2773 Marshall Dr, Tifton, GA 31793, USA",31793,31.4397969,-83.54923869999999
11D2042717,"SOUTHEASTERN REGIONAL MEDICAL CENTER, INC",3,NEWNAN,GA,"600 Celebrate Life Pkwy, Newnan, GA 30265, USA",30265,33.3846018,-84.7580613
11D2052150,"ASCENDA BIOSCIENCES, LLC",3,ALPHARETTA,GA,"2001 Westside Pkwy #240, Alpharetta, GA 30004, USA",30004,34.083427,-84.274377
11D2080143,"NATIONAL PREMIER LABORATORIES, INC",3,STOCKBRIDGE,GA,"210 Medical Blvd, Stockbridge, GA 30281, USA",5086,33.512679,-84.2245403
11D2085147,NORTHEAST GEORGIA MEDICAL CENTER- BRASELTON,3,BRASELTON,GA,"1400 River Pl, Braselton, GA 30517, USA",30517,34.120048,-83.8380969
11D2097795,"DIAGNOSTIC SOLUTIONS LABORATORY, LLC",1,ALPHARETTA,GA,"5895 Shiloh Rd, Alpharetta, GA 30005, USA",30005,34.1187179,-84.2027635
11D2102288,"EASTSIDE MEDICAL CENTER, SOUTH CAMPUS",3,SNELLVILLE,GA,"2160 Fountain Dr, Snellville, GA 30078, USA",30078,33.8567335,-84.0287989
11D2109279,CHILDREN'S @ CHEROKEE URGENT CARE LAB,3,CANTON,GA,"Located in the River Pointe shopping center, 1558 Riverstone Pkwy Suite 100, Canton, GA 30114, USA",30114,34.2578904,-84.4624722
11D2128348,CHILDREN'S AT HAMILTON CREEK URGENT CARE LAB,3,DACULA,GA,"2240 Hamilton Creek Pkwy Suite 600, Dacula, GA 30019, USA",30019,34.0747223,-83.9105768
11D2130431,"CLEAVER MEDICAL GROUP DERMATOLOGY, INC",3,CUMMING,GA,"105 Professional Park Dr, Cumming, GA 30040, USA",2381,34.2088048,-84.1450756
11D2144796,SGMC POINT OF CARE,3,VALDOSTA,GA,"2501 N Patterson St, Valdosta, GA 31602, USA",31602,30.8616385,-83.2861741
11D2144841,CHILDREN'S AT CHAMBLEE BROOKHAVEN URGENT CARE LAB,3,CHAMBLEE,GA,"5080 Peachtree Blvd Suite 100, In the Parkview on Peachtree shopping center, Chamblee, GA 30341, USA",30341,33.8887737,-84.3137295
11D2156887,GRADY CAMP CREEK COMPREHENSIVE CARE CENTER,3,ATLANTA,GA,"3896 Princeton Lakes Way, Atlanta, GA 30331, USA",30331,33.6607891,-84.5146196
11D2164962,"CLEAVER MEDICAL GROUP DERMATOLOGY, INC",3,DAHLONEGA,GA,"59 Tipton Dr, Dahlonega, GA 30533, USA",30533,34.5230726,-83.9770295
11D2166017,DONOR TESTING LAB,3,STONE MOUNTAIN,GA,"Stone Mountain, GA, USA",United States,33.8081608,-84.17019599999999
