CLIA Number,Laboratory Name,Certificate,City,State
10D2042485,NORTH CENTRAL FLORIDA NEURODIAGNOSTIC SERVICES LLC,3,ALACHUA,FL
10D2043079,ADVENTHEALTH LAB,3,WESLEY CHAPEL,FL
10D2043711,JFK EMERGENCY ROOM PALM BEACH GARDENS,3,PALM BEACH GARDENS,FL
10D2043712,BETHESDA HOSPITAL WEST,3,BOYNTON BEACH,FL
10D2043922,HEALTHLINK DIAGNOSTIC LABORATORIES INC,3,LARGO,FL
10D2043927,BRANDON REGIONAL HOSPITAL EMERGENCY CARE,3,PLANT CITY,FL
10D2044423,NEMOURS CHILDRENS HOSPITAL,3,ORLANDO,FL
10D2047594,CHANGE WITHIN INC,3,SUNRISE,FL
10D2049563,WHOLE HEALTH LLC,3,DELRAY BEACH,FL
10D2053336,EMERGENCY CARE SERVICES LAB AT JFK MEDICAL CENTER,3,BOYNTON BEACH,FL
10D2053343,BAPTIST EMERGENCY CENTER CLAY,3,ORANGE PARK,FL
10D2056771,TALLAHASSEE MEMORIAL EMERGENCY CENTER - NORTHEAST,3,TALLAHASSEE,FL
10D2064863,ASCENSION ST VINCENT'S CLAY COUNTY,3,MIDDLEBURG,FL
10D2064925,WOMENS CARE FLORIDA LLC-LABORATORY,3,TAMPA,FL
10D2072632,BAYSHORE PATHOLOGY CONSULTANTS PA,3,PORT CHARLOTTE,FL
10D2077573,ACCESS DIAGNOSTIC INSTITUTE,3,CLERMONT,FL
10D2084931,ST JOSEPHS HOSPITAL SOUTH LABORATORY,3,RIVERVIEW,FL
10D2087050,OCALA FAMILY MEDICAL CENTER INC,3,OCALA,FL
10D2087683,ATLANTIC BIOTECH LLC,3,POMPANO BEACH,FL
10D2089479,UF HEALTH NORTH,1,JACKSONVILLE,FL
10D2092863,UNITED CLINICAL LABORATORY LLC,3,WEST PALM BEACH,FL
10D2093292,CITRUS PARK ER,3,TAMPA,FL
10D2093412,WEST BOCA MEDICAL CENTER,3,COCONUT CREEK,FL
10D2094428,"EMERGENCY CENTER AT DAVIE, FLORIDA MEDICAL CENTER,",3,DAVIE,FL
10D2095045,INNOVATIVE DERMATOLOGY AND MOHS SURGERY LLC,1,LEHIGH ACRES,FL
10D2095876,ST LUCIE MEDICAL CENTER,3,PORT SAINT LUCIE,FL
10D2097077,PARK WEST EMERGENCY ROOM A CAMPUS OF ORANGE PARK,3,JACKSONVILLE,FL
10D2099215,NCH NORTHEAST,3,NAPLES,FL
10D2102433,GENESIS REFERENCE LABORATORIES LLC,1,ORLANDO,FL
10D2102991,ADVENTHEALTH LAB,3,WINTER GARDEN,FL
10D2104401,FLORIDA LABORATORY ANALYSIS LLC,3,SAINT AUGUSTINE,FL
10D2104531,BOCA BIOLISTICS LLC,1,POMPANO BEACH,FL
10D2107319,BAPTIST EMERGENCY AT TOWN CENTER,3,JACKSONVILLE,FL
10D2109681,ADVENTHEALTH LAB,3,LAKE MARY,FL
10D2111631,QUEST DIAGNOSTICS CLINICAL LABORATORY INC,1,PENSACOLA,FL
10D2115249,BAPTIST NORTH EMERGENCY CENTER,1,JACKSONVILLE,FL
10D2117185,DYNIX DIAGNOSTIX,3,FORT PIERCE,FL
10D2118087,OPTUM LABS LLC,1,BOYNTON BEACH,FL
10D2118173,PERSONALIZED GENETIC TESTING INC,3,MIAMI,FL
10D2118529,ADVENTHEALTH LAB,3,PALM HARBOR,FL
10D2119017,CLARITY LAB SOLUTIONS,3,BOCA RATON,FL
10D2119403,NAPLES CENTER FOR DERMATOLOGY AND COSMETIC SURGERY,1,SAINT PETERSBURG,FL
10D2122897,TGH BRANDON HEALTHPLEX,3,TAMPA,FL
10D2123667,"MEDICAL CENTER OF DELTONA, INC",3,DELTONA,FL
10D2123691,INTEGRATED REGIONAL LABORATORIES LLP,3,ALACHUA,FL
10D2125539,NORTH FLORIDA REGIONAL MEDICAL CENTER EMERGENCY,3,NEWBERRY,FL
10D2126070,E-LAB OF FLORIDA,1,HOLLYWOOD,FL
10D2128633,DOCTORS HOSPITAL OF SARASOTA ER IN LAKEWOOD RANCH,3,BRADENTON,FL
10D2129545,INNOVATIVE DERMATOLOGY AND MOHS SURGERY LLC,1,BONITA SPRINGS,FL
10D2134162,MEDICAL DIAGNOSTIC LABORATORIES,3,TAMPA,FL
10D2138911,NORTH FLORIDA REGIONAL MEDICAL CENTER EMERGENCY MI,3,GAINESVILLE,FL
10D2139760,ADVENTHEALTH LAB,3,LUTZ,FL
10D2140991,"ER 24/7 IN TEMPLE TERRACE,",3,TEMPLE TERRACE,FL
10D2141328,DERMATOLOGY GROUP OF FLORIDA PA,1,BOCA RATON,FL
10D2141630,ORLANDO HEALTH HORIZON WEST MEDICAL CAMPUS,3,WINTER GARDEN,FL
10D2142013,"ER 24/7 IN LUTZ,",3,LUTZ,FL
10D2145011,SOUTH LAKE HOSPITAL MEDICAL PAVILION AT BLUE CEDAR,3,LEESBURG,FL
10D2145019,SOUTH LAKE HOSPITAL JOE H AND LORETTA SCOTT,3,CLERMONT,FL
10D2148208,FLORIDA WOMAN CARE LABORATORY LLC,3,TAMPA,FL
10D2149134,ST MARYS MEDICAL CENTER INC,3,LAKE WORTH,FL
10D2151437,MOUNT SINAI MEDICAL CENTER HIALEAH ER LABORATORY,3,HIALEAH,FL
10D2152309,TAMPA BAY DERMATOLOGY LLC,1,TAMPA,FL
10D2154157,ADVENTHEALTH LAB,3,WINTER GARDEN,FL
10D2154216,AMERICAN INSTITUTE OF DERMATOLOGY PA DAVENPORT,1,DAVENPORT,FL
10D2154944,TOTAL RENAL LABORATORIES INC,3,DELAND,FL
10D2155737,BAYFRONT HEALTH ER PINELLAS PARK,3,PINELLAS PARK,FL
10D2156437,ORLANDO HEALTH EMERGENCY DEPARTMENT AND MEDICAL,3,KISSIMMEE,FL
10D2156444,APPLIED INGENUITY DIAGNOSTICS LLC,3,ORLANDO,FL
10D2157383,SONORAN DESERT PATHOLOGY ASSOCIATES,3,FORT LAUDERDALE,FL
10D2157771,MOLECULAR STAT LABORATORY,3,SUNRISE,FL
10D2157958,NCH BONITA,3,BONITA SPRINGS,FL
10D2157981,LEE HEALTH COCONUT POINT CLINICAL LABORATORY,1,ESTERO,FL
10D2159863,JAY S HERBST MD PA,1,PORT CHARLOTTE,FL
10D2161326,HMA SANTA ROSA MEDICAL CENTER LLC DBA,3,PACE,FL
10D2161874,ER AT WESTLAKE,3,LOXAHATCHEE,FL
10D2162281,DORAL EMERGENCY ROOM A CAMPUS OF KENDALL REGIONAL,3,DORAL,FL
10D2163935,"NORMANDY PARK EMERGENCY ROOM, A CAMPUS OF ORANGE",3,JACKSONVILLE,FL
11D0020351,WELLSTAR COBB HOSPITAL,3,AUSTELL,GA
11D0020665,TANNER MEDICAL CENTER LABORATORY,3,CARROLLTON,GA
11D0021026,SOUTHERN REGIONAL MEDICAL CENTER,3,RIVERDALE,GA
11D0021076,GRADY HEALTH SYSTEM,3,ATLANTA,GA
11D0021261,NORTHSIDE HOSPITAL LABORATORY,3,ATLANTA,GA
11D0021262,CHILDREN'S HEALTHCARE OF ATLANTA,3,ATLANTA,GA
11D0021310,EMANUEL MEDICAL CENTER - LABORATORY,3,SWAINSBORO,GA
11D0021418,UNION GENERAL HOSPITAL,3,BLAIRSVILLE,GA
11D0021448,MOUNTAIN LAKES MEDICAL CENTER,1,CLAYTON,GA
11D0021596,PIEDMONT WALTON HOSPITAL,3,MONROE,GA
11D0021600,"ST MARY'S SACRED HEART HOSPITAL, INC",3,LAVONIA,GA
11D0021688,CHI MEMORIAL HOSPITAL - GEORGIA,3,FORT OGLETHORPE,GA
11D0021788,DOCTORS HOSPITAL OF AUGUSTA,3,AUGUSTA,GA
11D0022027,"EFFINGHAM HOSP, INC, DBA EFFINGHAM HEALTH SYSTEM",3,SPRINGFIELD,GA
11D0022060,CANDLER HOSPITAL PATHOLOGY LABORATORY,3,SAVANNAH,GA
11D0022129,APPLING HEALTHCARE SYSTEM,3,BAXLEY,GA
11D0022183,JEFF DAVIS HOSPITAL,3,HAZLEHURST,GA
11D0022233,SOUTH GEORGIA MEDICAL CENTER,3,VALDOSTA,GA
11D0022318,PHOEBE SUMTER MEDICAL CENTER LABORATORY,3,AMERICUS,GA
11D0254832,WELLSTAR KENNESTONE HOSPITAL LABORATORY,3,MARIETTA,GA
11D0255931,QUEST DIAGNOSTICS CLINICAL LAB INC,3,TUCKER,GA
11D0256137,HIGGINS GENERAL HOSPITAL,3,BREMEN,GA
11D0256185,NORTHSIDE HOSPITAL- CHEROKEE,3,CANTON,GA
11D0256353,CARTERSVILLE MEDICAL CENTER,3,CARTERSVILLE,GA
11D0256439,NORTHSIDE HOSPITAL FORSYTH,3,CUMMING,GA
11D0256511,WELLSTAR DOUGLAS HOSPITAL LABORATORY,3,DOUGLASVILLE,GA
11D0256642,PIEDMONT MOUNTAINSIDE HOSPITAL LABORATORY,3,JASPER,GA
11D0256788,FLOYD MEDICAL CENTER/CLINICAL LAB,3,ROME,GA
11D0256825,REDMOND REGIONAL MEDICAL CENTER,3,ROME,GA
11D0256839,SOUTHEASTERN PATHOLOGY PC,3,ROME,GA
11D0257091,PIEDMONT ROCKDALE HOSPITAL,3,CONYERS,GA
11D0257174,PIEDMONT NEWTON HOSPITAL,3,COVINGTON,GA
11D0257365,WELLSTAR SPALDING REGIONAL MEDICAL CENTER,3,GRIFFIN,GA
11D0257585,ADVANCED DERMATOLOGY OF GEORGIA,1,LAWRENCEVILLE,GA
11D0257657,NORTHSIDE GWINNETT HOSPITAL,3,LAWRENCEVILLE,GA
11D0257916,PIEDMONT NEWNAN HOSPITAL INCORPORATE,3,NEWNAN,GA
11D0258168,EASTSIDE MEDICAL CENTER,3,SNELLVILLE,GA
11D0258220,"PIEDMONT HENRY HOSPITAL, INC",3,STOCKBRIDGE,GA
11D0258284,UPSON REGIONAL MEDICAL CENTER,3,THOMASTON,GA
11D0258777,EMORY MEDICAL LAB/CRAWFORD LONG HOSP,3,ATLANTA,GA
11D0259216,WELLSTAR ATLANTA MEDICAL CENTER LABORATORY,3,ATLANTA,GA
11D0259321,GRADY HEALTH SYSTEM- KIRKWOOD,3,ATLANTA,GA
11D0259401,EMORY MEDICAL LABORATORIES,3,ATLANTA,GA
11D0259402,CHILDREN'S HEALTHCARE OF ATLANTA AT EGLESTON,3,ATLANTA,GA
11D0260149,EMORY JOHNS CREEK HOSPITAL CLINICAL LABORATORY,3,JOHNS CREEK,GA
11D0261004,JEFFERSON HOSPITAL,3,LOUISVILLE,GA
11D0261102,EAST GEORGIA REGIONAL MEDICAL CENTER,3,STATESBORO,GA
11D0261745,STEPHENS COUNTY HOSPITAL,3,TOCCOA,GA
11D0262005,PIEDMONT ATHENS REGIONAL MEDICAL,3,ATHENS,GA
11D0262006,ST MARY'S HEALTH CARE SYSTEM INC,3,ATHENS,GA
11D0262113,MORGAN MEDICAL CENTER,3,MADISON,GA
11D0262227,"NGMC BARROW, LLC",3,WINDER,GA
11D0262285,ADVENTHEALTH GORDON,3,CALHOUN,GA
11D0262416,HAMILTON MEDICAL CENTER LABORATORY,3,DALTON,GA
11D0262626,BURKE COUNTY HOSPITAL,3,WAYNESBORO,GA
11D0262736,AU MEDICAL CENTER INC,3,AUGUSTA,GA
11D0262761,UNIVERSITY HOSPITAL,3,AUGUSTA,GA
11D0263345,BLECKLEY MEMORIAL HOSPITAL,3,COCHRAN,GA
11D0263686,"NAVICENT HEALTH OCONEE, LLC",3,MILLEDGEVILLE,GA
11D0263738,JASPER MEMORIAL HOSPITAL,1,MONTICELLO,GA
11D0263767,PERRY HOSPITAL LABORATORY,3,PERRY,GA
11D0263806,WASHINGTON CO REGIONAL MEDICAL CENTER,3,SANDERSVILLE,GA
11D0263947,HOUSTON MEDICAL CENTER LABORATORY,3,WARNER ROBINS,GA
11D0264045,"MED CTR OF CTRAL GA, DEPT OF PATH & LAB MED, THE",3,MACON,GA
11D0264136,COLISEUM MED CTR LLC/COLISEUM MED CTRS,3,MACON,GA
11D0264614,MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER LAB,3,SAVANNAH,GA
11D0264961,ST JOSEPHS HOSPITAL PATHOLOGY LAB,3,SAVANNAH,GA
11D0265028,"SOUTHEAST GEORGIA HEALTH SERVICES, LLC",3,WAYCROSS,GA
11D0265074,BACON COUNTY HOSPITAL,3,ALMA,GA
11D0265208,SOUTHEAST GEORGIA HEALTH SYSTEM  BRUNSWICK CAMPUS,3,BRUNSWICK,GA
11D0265394,WAYNE MEMORIAL HOSPITAL,3,JESUP,GA
11D0265439,"SOUTHEAST GEORGIA HEALTH SYSTEM, INC",3,SAINT MARYS,GA
11D0265621,"TIFT REGIONAL HLTH SYSTEM, INC DBA SOUTHWELL MED",3,ADEL,GA
11D0265646,SGMC- LANIER CAMPUS,3,LAKELAND,GA
11D0265983,MEMORIAL HOSPITAL AND MANOR,1,BAINBRIDGE,GA
11D0266044,MITCHELL COUNTY HOSPITAL LABORATORY,3,CAMILLA,GA
11D0266122,DORMINY MEDICAL CENTER LABORATORY,3,FITZGERALD,GA
11D0266179,COLQUITT REGIONAL MEDICAL CENTER,3,MOULTRIE,GA
11D0266246,PHOEBE WORTH MEDICAL CENTER,3,SYLVESTER,GA
11D0266841,"MEDICAL CENTER, THE",3,COLUMBUS,GA
11D0645885,ST JOSEPHS HOSP OF ATLANTA/CLINIC LAB,3,ATLANTA,GA
11D0645930,MEADOWS REGIONAL MEDICAL CENTER,3,VIDALIA,GA
11D0645937,NORTHEAST GEORGIA MEDICAL CENTER,3,GAINESVILLE,GA
11D0645982,ADVENTHEALTH MURRAY,3,CHATSWORTH,GA
11D0646122,COFFEE REGIONAL MEDICAL CENTER INC,3,DOUGLAS,GA
11D0646144,PHOEBE PUTNEY MEMORIAL HOSPITAL,3,ALBANY,GA
11D0646145,PHOEBE NORTH,3,ALBANY,GA
11D0646169,"TIFT REGIONAL HEALTH SYSTEM, INC",3,TIFTON,GA
11D0646201,ST FRANCIS HOSPITAL LABORATORY,3,COLUMBUS,GA
11D0664397,PIEDMONT HOSPITAL CLINICAL LABORATORY,3,ATLANTA,GA
11D0665002,TAYLOR REGIONAL HOSPITAL,3,HAWKINSVILLE,GA
11D0665282,WELLSTAR WEST GEORGIA MEDICAL CENTER,3,LAGRANGE,GA
11D0665323,EMORY DECATUR HOSPITAL - EMORY MEDICAL LAB,3,DECATUR,GA
11D0668210,CHILDREN'S AT SATELLITE BOULEVARD URGENT CARE LAB,3,DULUTH,GA
11D0668319,CENTERS FOR DISEASE CONTROL AND PREVENTION I,1,ATLANTA,GA
11D0670465,JOHN D ARCHBOLD MEMORIAL HOSPITAL,3,THOMASVILLE,GA
11D0670518,POLK MEDICAL CENTER,3,CEDARTOWN,GA
11D0671793,GEORGIA PUBLIC HEALTH LABORATORY,1,DECATUR,GA
11D0682811,WILLIAM E FREEMAN MD,1,WARNER ROBINS,GA
11D0691449,"SEPA, PC AT BRUNSWICK - INDIGO DRIVE",3,BRUNSWICK,GA
11D0699126,WELLSTAR NORTH FULTON HOSPITAL LABORATORY,3,ROSWELL,GA
11D0708538,FANNIN REGIONAL HOSPITAL,3,BLUE RIDGE,GA
11D0715910,"MERIWETHER HEALTHCARE, LLC",3,WARM SPRINGS,GA
11D0723671,KAISER PERMANENTE SOUTHWOOD,1,JONESBORO,GA
11D0888263,TOWN PARK CMC LABORATORY,1,KENNESAW,GA
11D0893833,EMORY HILLANDALE HOSPITAL - EMORY MEDICAL LAB,3,LITHONIA,GA
11D0912471,CHILDRENS AT NORTH POINT URGENT CARE LAB,3,ALPHARETTA,GA
11D0918622,"CHILDREN'S AT HUDSON BIRDGE URGENT CARE, LLC",3,STOCKBRIDGE,GA
11D0919822,CHILDREN'S AT TOWN CENTER URGENT CARE LAB,3,KENNESAW,GA
11D0932782,FAYETTE COMMUNITY HOSPITAL LABORATORY,3,FAYETTEVILLE,GA
11D0969303,LIBERTY REGIONAL MEDICAL CENTER LAB,3,HINESVILLE,GA
11D0985324,WELLSTAR ATLANTA MEDICAL CENTER LABORATORY-SOUTH,3,EAST POINT,GA
11D1001411,GRADY HEALTH SYSTEM EAST POINT,3,EAST POINT,GA
11D1001422,GRADY HEALTH SYSTEM BROOKHAVEN,3,ATLANTA,GA
11D1001423,GRADY HEALTH SYSTEM ASA YANCEY,3,ATLANTA,GA
11D1009198,"DAVID KAVTARADZE, MD",3,CORDELE,GA
11D1022732,LABORATORY CORPORATION OF AMERICA HOLDINGS,1,LAGRANGE,GA
11D1028925,GEORGIA ESOTERIC AND MOLECULAR LABORATORY LLC,1,AUGUSTA,GA
11D1069803,CLINICAL VIROLOGY RESEARCH LABORATORY (CVRL),1,ATLANTA,GA
11D1073390,PETERSON DERMATOLOGY,1,VIDALIA,GA
11D2016499,QUALTEX LABORATORIES,3,NORCROSS,GA
11D2024134,CHILDREN'S AT FORSYTH URGENT CARE LABORATORY,3,CUMMING,GA
11D2030855,CENTERS FOR DISEASE CONTROL & PREVENTION II,1,ATLANTA,GA
11D2042242,"LUMINUS DIAGNOSTICS, LLC",1,TIFTON,GA
11D2042717,"SOUTHEASTERN REGIONAL MEDICAL CENTER, INC",3,NEWNAN,GA
11D2052150,"ASCENDA BIOSCIENCES, LLC",3,ALPHARETTA,GA
11D2080143,"NATIONAL PREMIER LABORATORIES, INC",3,STOCKBRIDGE,GA
11D2085147,NORTHEAST GEORGIA MEDICAL CENTER- BRASELTON,3,BRASELTON,GA
11D2097795,"DIAGNOSTIC SOLUTIONS LABORATORY, LLC",1,ALPHARETTA,GA
11D2102288,"EASTSIDE MEDICAL CENTER, SOUTH CAMPUS",3,SNELLVILLE,GA
11D2109279,CHILDREN'S @ CHEROKEE URGENT CARE LAB,3,CANTON,GA
11D2128348,CHILDREN'S AT HAMILTON CREEK URGENT CARE LAB,3,DACULA,GA
11D2130431,"CLEAVER MEDICAL GROUP DERMATOLOGY, INC",3,CUMMING,GA
11D2144796,SGMC POINT OF CARE,3,VALDOSTA,GA
11D2144841,CHILDREN'S AT CHAMBLEE BROOKHAVEN URGENT CARE LAB,3,CHAMBLEE,GA
11D2156887,GRADY CAMP CREEK COMPREHENSIVE CARE CENTER,3,ATLANTA,GA
11D2164962,"CLEAVER MEDICAL GROUP DERMATOLOGY, INC",3,DAHLONEGA,GA
11D2166017,DONOR TESTING LAB,3,STONE MOUNTAIN,GA
12D0064446,KAISER PERM MOANALUA MED CNTR REGIONAL LAB,3,HONOLULU,HI
12D0619009,CLINICAL LABS OF HAWAII-HILO MED CENTR,3,HILO,HI
12D0619518,CLINICAL LABS OF HAWAII-KONA HOSPITAL,3,KEALAKEKUA,HI
12D0619664,CLINICAL LABS OF HAWAII-WILCOX HOSP,3,LIHUE,HI
12D0619801,WAHIAWA GENERAL HOSPITAL,3,WAHIAWA,HI
12D0619972,CLINICAL LABS OF HAWAII-MAUI MEM HOSP,3,WAILUKU,HI
12D0620308,DIAGNOSTIC LABORATORY SERVICES INC,3,AIEA,HI
12D0620427,CLINICAL LAB STRAUB CLINIC & HOSPITAL,3,HONOLULU,HI
12D0621196,KUAKINI MEDICAL CENTER-CLINICAL LAB,3,HONOLULU,HI
12D0621500,CLINICAL LABS OF HAWAII-KAPIOLANI MCWC,3,HONOLULU,HI
12D0646223,CLINICAL LABS OF HAWAII-KAMUELA BRANCH,1,KAMUELA,HI
12D0646234,CLINICAL LABS OF HAWAII-KAU HOSPITAL,1,PAHALA,HI
12D0646259,HAWAII DEPT OF HEALTH,1,PEARL CITY,HI
12D0646269,HAWAII CELLULAR THERAPY & TRANSPLANT LABORATORY,3,HONOLULU,HI
12D0664165,CLINICAL LABS OF HAWAII,3,AIEA,HI
12D0690609,QUEENS MEDICAL CENTER - PATHOLOGY,3,HONOLULU,HI
12D0690886,ADVENTIST HEALTH CASTLE,3,KAILUA,HI
12D1093542,DAWSON DERMATOLOGY LLC,1,HONOLULU,HI
12D2018115,OHANA GENETICS,3,HONOLULU,HI
12D2075360,THE QUEEN'S MEDICAL CENTER WEST OAHU LAB,3,EWA BEACH,HI
12D2077899,DIAGNOSTIC LAB SERVICES - NORTH HAWAII,3,KAMUELA,HI
13D0056444,BINGHAM MEMORIAL HOSPITAL LAB,3,BLACKFOOT,ID
13D0056523,EASTERN IDAHO REGIONAL MEDICAL CENTER,3,IDAHO FALLS,ID
13D0056686,GRITMAN MEDICAL CENTER,3,MOSCOW,ID
13D0520361,PORTNEUF MEDICAL CENTER,3,POCATELLO,ID
13D0520463,BEAR LAKE MEMORIAL HOSPITAL,1,MONTPELIER,ID
13D0520487,CARIBOU MEMORIAL HOSPITAL,1,SODA SPRINGS,ID
13D0520576,ST LUKE'S MAGIC VALLEY - MAIN CAMPUS,3,TWIN FALLS,ID
13D0520657,CASSIA REGIONAL HOSPITAL,3,BURLEY,ID
13D0520720,ST LUKE'S JEROME,1,JEROME,ID
13D0520773,ST LUKE'S WOOD RIVER MEDICAL CENTER,3,KETCHUM,ID
13D0520868,RM LAB LLC DBA EXPRESS LAB,3,IDAHO FALLS,ID
13D0520979,TETON VALLEY HOSPITAL,1,DRIGGS,ID
13D0521001,MADISON MEMORIAL HOSPITAL LAB,1,REXBURG,ID
13D0521141,CATALYST MEDICAL GROUP-VALLEY MEDICAL CENTER,3,LEWISTON,ID
13D0521272,VALOR HEALTH,1,EMMETT,ID
13D0521298,ST LUKE'S MCCALL HOSPITAL LABORATORY,3,MCCALL,ID
13D0521523,"L WILLIAM D NOWIERSKI, MD",1,BOISE,ID
13D0522151,KOOTENAI HEALTH MAIN LABORATORY,3,COEUR D'ALENE,ID
13D0522232,SHOSHONE MEDICAL CENTER,1,KELLOGG,ID
13D0522286,GRITMAN MEDICAL CENTER  DBA,3,MOSCOW,ID
13D0522334,BENEWAH COMMUNITY HOSPITAL,1,SAINT MARIES,ID
13D0522371,BONNER GENERAL HOSPITAL,1,SANDPOINT,ID
13D0646309,PATHOLOGISTS REGIONAL LABORATORY,3,LEWISTON,ID
13D0646331,ST ALPHONSUS MEDICAL CENTER - NAMPA,3,NAMPA,ID
13D0646339,IDAHO BUREAU OF LABORATORIES,1,BOISE,ID
13D0646352,ST ALPHONSUS REGIONAL MEDICAL CENTER,3,BOISE,ID
13D0662992,ST LUKE'S BOISE REGIONAL MEDICAL CENTER,3,BOISE,ID
13D0900158,IDAHO DERMATOLOGIC SURGERY & LASER CENTER,1,BOISE,ID
13D0911726,ST LUKES MERIDIAN MEDICAL CENTER,3,MERIDIAN,ID
13D0935092,GEM STATE DERMATOLOGY,1,BOISE,ID
13D0938809,GRITMAN MEDICAL CENTER INC DBA,3,MOSCOW,ID
13D0966533,NORTH IDAHO DERMATOLOGY - CDA,1,COEUR D'ALENE,ID
13D1004238,MOUNTAIN VIEW HOSPITAL,3,IDAHO FALLS,ID
13D1020051,COLE DIAGNOSTICS - BOISE,1,BOISE,ID
13D1072710,SARMC EAGLE HEALTH PLAZA,3,EAGLE,ID
13D2005287,ST LUKE'S FRUITLAND CLINIC,3,FRUITLAND,ID
13D2018947,ST LUKE'S REGIONAL MEDICAL CENTER'S,3,BOISE,ID
13D2041336,ST LUKE'S NAMPA LABORATORY,3,NAMPA,ID
14D0042355,ADVOCATE CONDELL MEDICAL CENTER,3,LIBERTYVILLE,IL
14D0042416,LUTHERAN GENERAL HOSPITAL LABORATORY,3,PARK RIDGE,IL
14D0042633,GOTTLIEB MEMORIAL HOSP LABORATORY,3,MELROSE PARK,IL
14D0042701,NORTHWESTERN MEDICINE CENTRAL DU PAGE HOSPITAL,3,WINFIELD,IL
14D0043018,COPLEY MEM HOSP DEPT OF PATH/LAB SVC,3,AURORA,IL
14D0043132,VALLEY WEST COMMUNITY HOSPITAL,3,SANDWICH,IL
14D0043438,NORWEGIAN AMERICAN HOSPITAL LABORATORY,3,CHICAGO,IL
14D0043439,PRESENCE SAINTS MARY & ELIZABETH MED CTR CHGO,3,CHICAGO,IL
14D0043957,RIVERSIDE MEDICAL CENTER,3,KANKAKEE,IL
14D0043973,GIBSON COMMUNITY HOSPITAL,3,GIBSON CITY,IL
14D0043986,IROQUOIS MEMORIAL HOSPITAL,3,WATSEKA,IL
14D0044030,ROCHELLE COMMUNITY HOSPITAL,3,ROCHELLE,IL
14D0044064,SWEDISH AMERICAN HOSPITAL LABORATORY DEPARTMENT,3,ROCKFORD,IL
14D0044346,PROCTOR HOSPITAL,3,PEORIA,IL
14D0044449,SACRED HEART MEDICAL CENTER,3,DANVILLE,IL
14D0044511,OSF SAINT ANTHONY'S HEALTH CENTER,3,ALTON,IL
14D0044645,MEMORIAL HOSPITAL LABORATORY,3,BELLEVILLE,IL
14D0044695,WASHINGTON COUNTY HOSPITAL,3,NASHVILLE,IL
14D0044732,BLESSING HOSPITAL LABORATORY,3,QUINCY,IL
14D0044738,QUINCY MEDICAL GROUP LABORATORY,3,QUINCY,IL
14D0044770,LAWRENCE COUNTY MEMORIAL HOSPITAL,3,LAWRENCEVILLE,IL
14D0044790,CRAWFORD MEMORIAL HOSPITAL,3,ROBINSON,IL
14D0044875,PASSAVANT AREA HOSPITAL,3,JACKSONVILLE,IL
14D0045086,HEARTLAND REGIONAL MEDICAL CTR (D/B/A,3,MARION,IL
14D0411645,NORTHWEST COMMUNITY HOSPITAL,3,ARLINGTON HEIGHTS,IL
14D0411892,ADVOCATE GOOD SHEPHERD HOSPITAL,3,BARRINGTON,IL
14D0412646,MERCY HARVARD HOSPITAL INC - LABORATORY,3,HARVARD,IL
14D0412982,NORTHWESTERN LAKE FOREST HOSPITAL LABORATORY,3,LAKE FOREST,IL
14D0414192,NORTHSHORE UNIVERSITY HLTH SYSTEMS SKOKIE HOSPITAL,3,SKOKIE,IL
14D0414935,NORTHWESTERN MEDICINE WOODSTOCK HOSPITAL,3,WOODSTOCK,IL
14D0415284,KISHWAUKEE HOSPITAL,3,SYCAMORE,IL
14D0415300,KISHWAUKEE COMMUNITY HOSPITAL,3,DEKALB,IL
14D0415753,ELMHURST MEMORIAL HOSPITAL,3,ELMHURST,IL
14D0415900,NORTHWESTERN MEDICINE DELNOR HOSPITAL LABORATORY,3,GENEVA,IL
14D0415981,DUPAGE MEDICAL GROUP (GLEN ELLYN) LABORATORY,1,GLEN ELLYN,IL
14D0416537,QUEST DIAGNOSTICS LLC (IL),3,SCHAUMBURG,IL
14D0417052,QUEST DIAGNOSTICS LLC(IL),3,WOOD DALE,IL
14D0417228,ST ALEXIUS MEDICAL CENTER,3,HOFFMAN ESTATES,IL
14D0417573,EVANSTON HOSPITAL,3,EVANSTON,IL
14D0417619,NORTHWESTERN UNIVERSITY HEALTH SERVICE,3,EVANSTON,IL
14D0418879,ADVOCATE SOUTH SUBURBAN HOSPITAL-LABORATORY,3,HAZEL CREST,IL
14D0419040,SILVER CROSS HOSPITAL,3,NEW LENOX,IL
14D0419235,DUPAGE MEDICAL GROUP - JOLIET LABORATORY,1,JOLIET,IL
14D0419266,PRESENCE SAINT JOSEPH MEDICAL CENTER JOLIET,3,JOLIET,IL
14D0419397,ADVENTIST BOLINGBROOK HOSPITAL LABORATORY,3,BOLINGBROOK,IL
14D0419584,MORRIS HOSPITAL & HEALTHCARE CENTERS,3,MORRIS,IL
14D0419824,ADVOCATE CHRIST MEDICAL CENTER,3,OAK LAWN,IL
14D0420182,DUPAGE MEDICAL GROUP- TINLEY PK LAB,3,TINLEY PARK,IL
14D0420298,PALOS COMMUNITY HOSPITAL-PATHOLOGY & LAB SERVICES,3,PALOS HEIGHTS,IL
14D0421614,ADVENTIST LAGRANGE MEMORIAL HOSPITAL,3,LA GRANGE,IL
14D0422269,EDWARD HOSPITAL,3,NAPERVILLE,IL
14D0424156,JOHN H STROGER JR HOSPITAL MAIN LAB,3,CHICAGO,IL
